hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,day_demand,los,arrival_year,arrival_month,arrival_dow,arrival_day
Resort Hotel,0,33,28,0,2,1,0,0,1,Corporate,Corporate,1,8,0,No Deposit,0,1,0,Transient,135.0,0,0,182,2,2017,7,2,12
Resort Hotel,0,33,34,0,2,2,0,0,1,Corporate,Corporate,1,9,0,No Deposit,0,1,0,Transient,145.0,0,0,126,2,2017,8,2,23
Resort Hotel,0,143,18,2,6,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,81.0,0,1,174,8,2016,4,1,26
Resort Hotel,0,12,18,2,2,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,132.5,0,0,208,4,2016,4,5,30
Resort Hotel,0,9,19,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.0,1,0,263,2,2016,5,0,2
Resort Hotel,0,78,18,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,1,1,208,4,2016,4,5,30
Resort Hotel,0,94,18,2,3,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,85.0,0,0,266,5,2016,4,4,29
Resort Hotel,0,145,29,2,5,2,0,0,1,Direct,Direct,1,0,0,No Deposit,0,0,0,Transient,145.6,0,2,153,7,2017,7,6,16
Resort Hotel,0,104,18,2,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,54.56,0,0,266,5,2016,4,4,29
Resort Hotel,0,152,19,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,47.4,1,1,263,3,2016,5,0,2
Resort Hotel,0,152,19,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.4,0,1,263,3,2016,5,0,2
Resort Hotel,0,140,18,2,5,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,143.0,0,0,292,7,2016,4,3,28
Resort Hotel,0,12,19,0,1,2,0,0,1,Corporate,Corporate,0,0,1,No Deposit,0,1,0,Transient,78.18,0,0,134,1,2016,5,2,4
Resort Hotel,0,29,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,95.0,0,1,263,3,2016,5,0,2
Resort Hotel,0,15,19,1,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,90.0,0,1,263,3,2016,5,0,2
Resort Hotel,0,1,19,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,70.0,0,1,134,1,2016,5,2,4
Resort Hotel,0,1,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,1,1,134,1,2016,5,2,4
Resort Hotel,0,1,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,0,1,134,1,2016,5,2,4
Resort Hotel,0,147,19,0,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,59.0,0,0,134,1,2016,5,2,4
Resort Hotel,0,13,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.0,1,0,263,3,2016,5,0,2
Resort Hotel,0,7,19,0,1,2,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,90.0,0,0,134,1,2016,5,2,4
Resort Hotel,0,6,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,113.0,1,0,263,3,2016,5,0,2
Resort Hotel,0,0,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,60.83,0,0,134,1,2016,5,2,4
Resort Hotel,0,117,19,2,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,47.05,0,0,91,4,2016,5,6,1
Resort Hotel,0,35,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,105.0,0,0,263,3,2016,5,0,2
Resort Hotel,0,0,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,79.0,1,0,134,1,2016,5,2,4
Resort Hotel,0,7,19,0,1,2,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,80.0,0,0,134,1,2016,5,2,4
Resort Hotel,0,12,19,0,1,2,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,68.74,0,0,134,1,2016,5,2,4
Resort Hotel,0,6,19,0,1,2,0,0,1,Direct,Direct,0,0,2,No Deposit,0,0,0,Transient,75.0,0,0,134,1,2016,5,2,4
Resort Hotel,0,147,19,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,1,271,7,2016,5,3,5
Resort Hotel,0,35,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,105.0,0,0,263,3,2016,5,0,2
Resort Hotel,0,13,26,1,0,2,0,0,1,Online TA,TA/TO,1,1,0,No Deposit,1,0,0,Transient,99.0,0,1,205,1,2016,6,0,20
Resort Hotel,0,294,26,0,5,2,0,0,1,Online TA,TA/TO,0,1,0,No Deposit,1,0,0,Transient,64.8,0,1,133,5,2016,6,1,21
Resort Hotel,0,35,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,105.0,0,0,263,3,2016,5,0,2
Resort Hotel,0,12,19,0,1,2,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,63.0,1,0,134,1,2016,5,2,4
Resort Hotel,0,105,19,0,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,0.0,0,1,271,0,2016,5,3,5
Resort Hotel,0,137,19,2,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,1,No Deposit,1,0,0,Transient,81.82,0,1,91,4,2016,5,6,1
Resort Hotel,0,2,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,159.0,1,1,134,1,2016,5,2,4
Resort Hotel,0,0,18,2,5,1,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,99.29,0,0,266,7,2016,4,4,29
Resort Hotel,0,78,18,2,5,1,0,0,1,Groups,TA/TO,0,0,8,No Deposit,1,0,0,Transient,54.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,78,18,2,5,2,0,0,1,Groups,TA/TO,0,0,4,No Deposit,1,0,0,Transient,47.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,101,18,2,5,1,0,0,1,Groups,TA/TO,0,0,9,No Deposit,1,0,0,Transient,54.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,101,18,2,5,2,0,0,1,Groups,TA/TO,0,0,12,No Deposit,1,0,0,Transient,75.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,143,18,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,3,266,7,2016,4,4,29
Resort Hotel,0,35,19,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,111.0,1,0,263,4,2016,5,0,2
Resort Hotel,0,101,18,2,5,1,0,0,1,Groups,TA/TO,0,0,8,No Deposit,1,0,0,Transient,0.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,3,19,2,3,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,42.0,0,0,91,5,2016,5,6,1
Resort Hotel,0,10,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,0,93,3,2016,5,1,3
Resort Hotel,0,74,19,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,1,2,134,2,2016,5,2,4
Resort Hotel,0,1,18,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,107.67,1,2,208,6,2016,4,5,30
Resort Hotel,0,3,19,0,1,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,66.0,0,0,271,1,2016,5,3,5
Resort Hotel,0,29,19,0,3,2,0,0,1,Direct,Direct,0,0,2,No Deposit,0,0,0,Transient,115.0,0,0,93,3,2016,5,1,3
Resort Hotel,0,1,19,0,3,1,0,0,1,Direct,Direct,0,0,1,No Deposit,0,0,0,Transient,115.0,0,1,93,3,2016,5,1,3
Resort Hotel,0,98,18,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,99.0,1,2,208,6,2016,4,5,30
Resort Hotel,0,16,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.4,0,0,266,7,2016,4,4,29
Resort Hotel,0,1,19,0,2,2,1,0,1,Direct,TA/TO,0,0,0,No Deposit,0,0,0,Transient,135.0,0,0,134,2,2016,5,2,4
Resort Hotel,0,1,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,97.0,1,0,271,1,2016,5,3,5
Resort Hotel,0,91,19,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,2,134,2,2016,5,2,4
Resort Hotel,0,35,19,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,0,263,4,2016,5,0,2
Resort Hotel,0,35,19,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,0,263,4,2016,5,0,2
Resort Hotel,0,294,26,0,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,64.8,0,1,133,5,2016,6,1,21
Resort Hotel,0,102,18,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,73.0,0,2,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,33.15,0,0,266,7,2016,4,4,29
Resort Hotel,0,103,19,2,3,2,0,0,1,Groups,TA/TO,0,0,7,No Deposit,1,0,0,Transient,47.0,0,0,91,5,2016,5,6,1
Resort Hotel,0,101,18,2,5,2,0,0,1,Groups,TA/TO,0,0,4,No Deposit,1,0,0,Transient,47.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,48.1,0,0,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.1,0,0,266,7,2016,4,4,29
Resort Hotel,0,1,19,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,56.0,1,0,271,1,2016,5,3,5
Resort Hotel,0,79,18,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,74.43,0,0,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.1,0,0,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.4,0,0,266,7,2016,4,4,29
Resort Hotel,0,16,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.4,0,0,266,7,2016,4,4,29
Resort Hotel,0,102,18,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,45.66,0,1,208,6,2016,4,5,30
Resort Hotel,0,99,18,2,7,2,0,0,1,Groups,TA/TO,0,0,9,No Deposit,1,0,0,Transient,71.89,0,0,179,9,2016,4,2,27
Resort Hotel,0,101,18,2,5,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,266,7,2016,4,4,29
Resort Hotel,0,212,19,0,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.4,0,0,134,2,2016,5,2,4
Resort Hotel,0,104,18,2,7,2,1,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,99.22,1,1,292,9,2016,4,3,28
Resort Hotel,0,40,18,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.57,1,1,208,7,2016,4,5,30
Resort Hotel,0,76,19,0,4,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.55,1,0,93,4,2016,5,1,3
Resort Hotel,0,106,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,43.4,0,0,208,7,2016,4,5,30
Resort Hotel,0,87,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,72.9,0,1,208,7,2016,4,5,30
Resort Hotel,0,101,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,51.5,0,0,208,7,2016,4,5,30
Resort Hotel,0,94,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,49.5,0,0,208,7,2016,4,5,30
Resort Hotel,0,25,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,111.0,1,0,134,3,2016,5,2,4
Resort Hotel,0,0,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,70.0,0,0,128,1,2016,5,4,6
Resort Hotel,0,140,19,0,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,0,1,0,Transient,59.0,0,0,128,1,2016,5,4,6
Resort Hotel,0,4,19,0,1,1,0,0,1,Offline TA/TO,TA/TO,0,0,1,No Deposit,1,0,0,Transient,63.0,0,0,128,1,2016,5,4,6
Resort Hotel,0,32,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,90.0,0,1,128,1,2016,5,4,6
Resort Hotel,0,32,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,102.0,1,1,128,1,2016,5,4,6
Resort Hotel,0,3,19,0,3,2,0,1,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,83.0,1,1,134,3,2016,5,2,4
Resort Hotel,0,0,19,0,3,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,1,0,134,3,2016,5,2,4
Resort Hotel,0,101,18,2,6,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,266,8,2016,4,4,29
Resort Hotel,0,101,18,2,6,2,0,0,1,Groups,TA/TO,0,0,4,No Deposit,1,0,0,Transient,48.75,0,0,266,8,2016,4,4,29
Resort Hotel,0,78,19,0,3,3,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,97.2,1,0,134,3,2016,5,2,4
Resort Hotel,0,107,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,60.3,0,0,208,7,2016,4,5,30
Resort Hotel,0,107,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,60.3,0,0,208,7,2016,4,5,30
Resort Hotel,0,3,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.0,1,1,128,1,2016,5,4,6
Resort Hotel,0,75,18,2,7,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,73.0,0,0,292,9,2016,4,3,28
Resort Hotel,0,115,18,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,67.13,0,0,208,7,2016,4,5,30
Resort Hotel,0,108,18,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,50.93,0,0,208,7,2016,4,5,30
Resort Hotel,0,0,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,91.0,0,0,128,1,2016,5,4,6
Resort Hotel,0,117,19,1,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,1,263,5,2016,5,0,2
Resort Hotel,0,75,19,1,4,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,75.0,0,1,263,5,2016,5,0,2
Resort Hotel,0,75,19,1,4,1,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,70.0,0,0,263,5,2016,5,0,2
Resort Hotel,0,99,19,0,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.0,0,1,93,4,2016,5,1,3
Resort Hotel,0,33,19,1,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,127.0,0,0,263,5,2016,5,0,2
Resort Hotel,0,2,19,2,4,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,135.0,0,0,91,6,2016,5,6,1
Resort Hotel,0,103,19,2,5,2,1,0,1,Groups,TA/TO,0,0,7,No Deposit,1,0,0,Transient,72.0,0,0,91,7,2016,5,6,1
Resort Hotel,0,98,19,0,4,3,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,66.45,0,2,134,4,2016,5,2,4
Resort Hotel,0,3,19,1,5,2,1,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,121.5,0,0,263,6,2016,5,0,2
Resort Hotel,0,0,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,84.6,0,0,149,1,2016,5,5,7
Resort Hotel,0,4,19,0,1,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,60.0,0,0,149,1,2016,5,5,7
Resort Hotel,0,97,19,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,76.89,0,1,91,7,2016,5,6,1
Resort Hotel,0,109,19,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,2,No Deposit,1,0,0,Transient,39.95,0,0,91,7,2016,5,6,1
Resort Hotel,0,153,19,0,3,3,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,87.5,0,1,271,3,2016,5,3,5
Resort Hotel,0,4,19,0,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,149,1,2016,5,5,7
Resort Hotel,0,4,19,0,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,149,1,2016,5,5,7
Resort Hotel,0,159,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,2,271,3,2016,5,3,5
Resort Hotel,0,115,10,0,3,2,0,0,1,Direct,TA/TO,1,0,0,No Deposit,0,0,0,Transient,65.0,0,2,210,3,2017,3,3,9
Resort Hotel,0,159,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,2,271,3,2016,5,3,5
Resort Hotel,0,115,10,0,3,2,0,0,1,Direct,TA/TO,1,1,0,No Deposit,0,0,0,Transient,65.0,0,2,210,3,2017,3,3,9
Resort Hotel,0,159,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,2,271,3,2016,5,3,5
Resort Hotel,0,151,19,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,63.0,0,1,91,7,2016,5,6,1
Resort Hotel,0,1,19,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,109.0,0,1,128,2,2016,5,4,6
Resort Hotel,0,11,24,0,2,2,0,0,1,Offline TA/TO,TA/TO,1,1,0,No Deposit,1,0,0,Transient,176.9,0,1,196,2,2016,6,4,10
Resort Hotel,0,2,10,0,1,2,0,0,1,Online TA,TA/TO,1,2,0,No Deposit,1,0,0,Transient,97.0,1,2,172,1,2017,3,5,11
Resort Hotel,0,2,19,0,1,2,1,1,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,139.0,0,0,149,1,2016,5,5,7
Resort Hotel,0,108,19,2,5,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,0,1,91,7,2016,5,6,1
Resort Hotel,0,102,19,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,94.0,1,2,128,2,2016,5,4,6
Resort Hotel,0,102,19,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.0,0,2,128,2,2016,5,4,6
Resort Hotel,0,104,18,2,8,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,43.0,0,0,292,10,2016,4,3,28
Resort Hotel,0,93,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.0,0,1,271,3,2016,5,3,5
Resort Hotel,0,93,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.0,0,1,271,3,2016,5,3,5
Resort Hotel,0,40,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,85.0,0,1,149,1,2016,5,5,7
Resort Hotel,0,15,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,90.0,1,0,149,1,2016,5,5,7
Resort Hotel,0,30,20,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.0,1,0,148,3,2016,5,6,8
Resort Hotel,0,21,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,1,149,1,2016,5,5,7
Resort Hotel,0,113,19,0,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.76,0,0,271,3,2016,5,3,5
Resort Hotel,0,113,19,0,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,41.76,0,0,271,3,2016,5,3,5
Resort Hotel,0,159,19,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,52.2,1,2,271,3,2016,5,3,5
Resort Hotel,0,10,5,0,1,2,0,0,1,Direct,TA/TO,1,1,0,No Deposit,0,0,0,Transient,40.5,0,2,122,1,2017,2,4,3
Resort Hotel,0,115,10,0,3,2,0,0,1,Direct,TA/TO,1,2,0,No Deposit,0,0,0,Transient,65.0,0,2,210,3,2017,3,3,9
Resort Hotel,0,78,18,2,8,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.4,0,2,292,10,2016,4,3,28
Resort Hotel,0,32,19,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,87.0,1,0,149,1,2016,5,5,7
Resort Hotel,0,17,19,0,3,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,141.0,1,0,271,3,2016,5,3,5
Resort Hotel,0,113,19,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,64.0,1,1,149,1,2016,5,5,7
Resort Hotel,0,1,20,0,0,1,0,0,1,Direct,Direct,0,0,2,No Deposit,0,0,0,Transient,0.0,0,0,168,0,2016,5,0,9
Resort Hotel,0,1,20,0,2,1,0,0,1,Online TA,TA/TO,1,1,0,No Deposit,1,0,0,Transient,95.0,0,1,153,2,2016,5,1,10
Resort Hotel,0,100,18,3,8,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,292,11,2016,4,3,28
Resort Hotel,0,100,18,3,8,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,292,11,2016,4,3,28
Resort Hotel,0,38,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.0,0,1,128,3,2016,5,4,6
Resort Hotel,0,38,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.0,0,1,128,3,2016,5,4,6
Resort Hotel,0,38,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.0,0,1,128,3,2016,5,4,6
Resort Hotel,0,82,19,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,49.0,0,0,149,2,2016,5,5,7
Resort Hotel,0,103,19,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,46.75,0,0,263,7,2016,5,0,2
Resort Hotel,0,103,19,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,46.75,0,0,263,7,2016,5,0,2
Resort Hotel,0,29,19,1,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,92.0,0,1,128,3,2016,5,4,6
Resort Hotel,0,136,19,2,5,2,0,0,1,Online TA,Direct,0,0,0,No Deposit,0,0,0,Transient,52.2,0,1,263,7,2016,5,0,2
Resort Hotel,0,78,19,1,1,1,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,49.0,0,1,149,2,2016,5,5,7
Resort Hotel,0,3,19,1,1,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,198.0,1,1,149,2,2016,5,5,7
Resort Hotel,0,81,20,1,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,59.0,0,1,148,1,2016,5,6,8
Resort Hotel,0,109,19,2,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.0,0,1,263,7,2016,5,0,2
Resort Hotel,0,27,19,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,1,1,128,3,2016,5,4,6
Resort Hotel,0,59,20,0,0,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,0.0,0,1,168,0,2016,5,0,9
Resort Hotel,0,89,19,3,5,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,42.3,0,0,91,8,2016,5,6,1
Resort Hotel,0,44,19,1,1,1,0,0,1,Offline TA/TO,TA/TO,0,0,1,No Deposit,1,0,0,Transient,48.6,1,1,149,2,2016,5,5,7
Resort Hotel,0,101,18,3,7,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,266,10,2016,4,4,29
Resort Hotel,0,109,19,2,5,2,1,0,1,Offline TA/TO,TA/TO,0,0,1,No Deposit,1,0,0,Transient,72.5,0,2,263,7,2016,5,0,2
Resort Hotel,0,112,19,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,54.2,0,0,128,3,2016,5,4,6
Resort Hotel,0,103,19,3,5,2,0,0,1,Groups,TA/TO,0,0,6,No Deposit,1,0,0,Transient,47.0,0,0,91,8,2016,5,6,1
Resort Hotel,0,28,19,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,1,271,4,2016,5,3,5
